MeterName,MeterCategory,MeterSubCategory,SKU,Offering,License,Version,Region,Rate
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,D15 v2,Standard,Windows,v2,AP Southeast,2156.42
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,D15 v2,Standard,Windows,v2,EU West,2033.0500000000002
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,D15 v2,Standard,BYOL,v2,EU West,1384.81
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,D15 v2,Standard,BYOL,v2,AP Southeast,1395.76
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,D15 v2,Standard,BYOL,v2,US East,1352.69
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,D15 v2,Standard,BYOL,v2,AP East,1674.6200000000001
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,D15 v2,Standard,BYOL,v2,EU North,1352.69
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,D15 v2,Standard,Windows,v2,US West 2,1773.9
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,D15 v2,Standard,Windows,v2,AP East,2568.14
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,D15 v2,Standard,Windows,v2,US East,1926.4699999999998
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,D15 v2,Standard,Windows,v2,US West,1926.4699999999998
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,D15 v2,Standard,Windows,v2,EU North,1773.9
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,D15 v2,Standard,Windows,v2,US East 2,1773.9
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,D15i v2,Standard,Windows,v2,AP East,2568.14
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,D15i v2,Standard,Windows,v2,US East,1926.4699999999998
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,D15i v2,Standard,Windows,v2,US West 2,1773.9
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,D15i v2,Standard,BYOL,v2,EU West,1384.81
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,D15i v2,Standard,BYOL,v2,AP Southeast,1395.76
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,D15i v2,Standard,BYOL,v2,US East 2,1091.3500000000001
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,D15i v2,Standard,BYOL,v2,EU North,1352.69
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,D15i v2,Standard,Windows,v2,EU West,2033.0500000000002
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,D15i v2,Standard,Windows,v2,US West,1926.4699999999998
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,D15i v2,Standard,BYOL,v2,US West,1351.96
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,D15i v2,Standard,Windows,v2,AP Southeast,2156.42
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,D15i v2,Standard,Windows,v2,EU North,1773.9
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,D15i v2,Standard,BYOL,v2,US West 2,1091.3500000000001
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,D15i v2,Standard,BYOL,v2,AP East,1674.6200000000001
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,D15i v2,Standard,Windows,v2,US East 2,1773.9
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,D15i v2,Standard,BYOL,v2,US East,1352.69
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,D2 v2,Standard,Windows,v2,EU West,194.18
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,D2 v2,Standard,Windows,v2,US East 2,170.82000000000002
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,D2 v2,Standard,Windows,v2,EU North,169.36
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,D2 v2,Standard,Windows,v2,AP East,243.09
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,D2 v2,Standard,Windows,v2,US East,183.96
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,D2 v2,Standard,Windows,v2,US West,183.96
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,D2 v2,Standard,Windows,v2,AP Southeast,211.7
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,D2 v2,Standard,Windows,v2,US West 2,170.82000000000002
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,D2 v2,Standard,BYOL,v2,US West,102.2
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,D2 v2,Standard,BYOL,v2,EU North,96.36
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,D2 v2,Standard,BYOL,v2,AP Southeast,115.34
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,D2 v2,Standard,BYOL,v2,US East 2,83.22
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,D2 v2,Standard,BYOL,v2,US West 2,83.22
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,D2 v2,Standard,BYOL,v2,EU West,99.28
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,D2 v2,Standard,BYOL,v2,AP East,156.22
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,D2 v2,Standard,BYOL,v2,US East,106.58
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series Windows,D3 v2,Standard,Windows,v2,US East,367.92
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series Windows,D3 v2,Standard,Windows,v2,EU North,339.45000000000005
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series Windows,D3 v2,Standard,Windows,v2,EU West,389.09000000000003
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series Windows,D3 v2,Standard,Windows,v2,US West 2,341.64000000000004
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series Windows,D3 v2,Standard,Windows,v2,US West,367.92
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series Windows,D3 v2,Standard,Windows,v2,AP Southeast,423.4
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series Windows,D3 v2,Standard,Windows,v2,US East 2,341.64000000000004
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series Windows,D3 v2,Standard,Windows,v2,AP East,486.91
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series,D3 v2,Standard,BYOL,v2,EU North,191.99
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series,D3 v2,Standard,BYOL,v2,US East 2,167.17000000000002
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series,D3 v2,Standard,BYOL,v2,US West,203.67000000000002
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series,D3 v2,Standard,BYOL,v2,EU West,198.56
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series,D3 v2,Standard,BYOL,v2,US West 2,167.17000000000002
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series,D3 v2,Standard,BYOL,v2,AP Southeast,230.68
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series,D3 v2,Standard,BYOL,v2,AP East,312.44
D3 v2/DS3 v2,Virtual Machines,Dv2/DSv2 Series,D3 v2,Standard,BYOL,v2,US East,213.89
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series Windows,D4 v2,Standard,Windows,v2,US West,735.84
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series,D4 v2,Standard,BYOL,v2,EU North,384.71000000000004
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series Windows,D4 v2,Standard,Windows,v2,AP East,973.0899999999999
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series Windows,D4 v2,Standard,Windows,v2,US East,735.84
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series Windows,D4 v2,Standard,Windows,v2,AP Southeast,846.07
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series Windows,D4 v2,Standard,Windows,v2,US West 2,683.2800000000001
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series Windows,D4 v2,Standard,Windows,v2,US East 2,683.2800000000001
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series Windows,D4 v2,Standard,Windows,v2,EU North,678.1700000000001
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series Windows,D4 v2,Standard,Windows,v2,EU West,778.1800000000001
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series,D4 v2,Standard,BYOL,v2,EU West,397.12
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series,D4 v2,Standard,BYOL,v2,US West 2,334.34000000000003
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series,D4 v2,Standard,BYOL,v2,AP Southeast,460.63
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series,D4 v2,Standard,BYOL,v2,US East 2,334.34000000000003
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series,D4 v2,Standard,BYOL,v2,US West,408.07000000000005
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series,D4 v2,Standard,BYOL,v2,AP East,625.61
D4 v2/DS4 v2,Virtual Machines,Dv2/DSv2 Series,D4 v2,Standard,BYOL,v2,US East,427.04999999999995
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series,D5 v2,Standard,BYOL,v2,EU North,768.6899999999999
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series Windows,D5 v2,Standard,Windows,v2,AP East,1946.1799999999998
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series Windows,D5 v2,Standard,Windows,v2,US East,1471.68
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series,D5 v2,Standard,BYOL,v2,US West,815.41
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series Windows,D5 v2,Standard,Windows,v2,US East 2,1366.5600000000002
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series,D5 v2,Standard,BYOL,v2,US East 2,668.6800000000001
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series,D5 v2,Standard,BYOL,v2,EU West,793.51
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series Windows,D5 v2,Standard,Windows,v2,US West,1471.68
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series Windows,D5 v2,Standard,Windows,v2,AP Southeast,1692.14
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series Windows,D5 v2,Standard,Windows,v2,EU West,1555.6299999999999
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series,D5 v2,Standard,BYOL,v2,AP Southeast,921.9899999999999
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series Windows,D5 v2,Standard,Windows,v2,EU North,1356.3400000000001
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series Windows,D5 v2,Standard,Windows,v2,US West 2,1366.5600000000002
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series,D5 v2,Standard,BYOL,v2,US West 2,668.6800000000001
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series,D5 v2,Standard,BYOL,v2,AP East,1251.22
D5 v2/DS5 v2,Virtual Machines,Dv2/DSv2 Series,D5 v2,Standard,BYOL,v2,US East,854.0999999999999
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series,DS1 v2,Standard,BYOL,v2,EU North,48.034
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series,DS1 v2,Standard,BYOL,v2,AP Southeast,57.597
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series,DS1 v2,Standard,BYOL,v2,EU West,49.567
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS1 v2,Standard,Windows,v2,US West,91.98
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS1 v2,Standard,Windows,v2,AP Southeast,105.85
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS1 v2,Standard,Windows,v2,US East,91.98
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS1 v2,Standard,Windows,v2,EU North,84.68
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS1 v2,Standard,Windows,v2,US East 2,85.41000000000001
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS1 v2,Standard,Windows,v2,EU West,97.09
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS1 v2,Standard,Windows,v2,US West 2,85.41000000000001
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS1 v2,Standard,Windows,v2,AP East,121.91000000000001
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series,DS1 v2,Standard,BYOL,v2,US West,51.1
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series,DS1 v2,Standard,BYOL,v2,US East 2,41.61
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series,DS1 v2,Standard,BYOL,v2,US West 2,41.61
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series,DS1 v2,Standard,BYOL,v2,AP East,78.11
D1 v2/DS1 v2,Virtual Machines,Dv2/DSv2 Series,DS1 v2,Standard,BYOL,v2,US East,53.29
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS11 v2,Standard,Windows,v2,EU North,177.39
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS11 v2,Standard,Windows,v2,US East,192.72
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS11 v2,Standard,Windows,v2,US East 2,177.39
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS11 v2,Standard,Windows,v2,EU West,203.67000000000002
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS11 v2,Standard,Windows,v2,AP Southeast,215.35
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS11 v2,Standard,Windows,v2,AP East,256.96
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS11 v2,Standard,Windows,v2,US West,192.72
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS11 v2,Standard,Windows,v2,US West 2,177.39
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series,DS11 v2,Standard,BYOL,v2,AP East,167.17000000000002
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series,DS11 v2,Standard,BYOL,v2,EU West,138.7
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series,DS11 v2,Standard,BYOL,v2,AP Southeast,139.43
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series,DS11 v2,Standard,BYOL,v2,US West 2,108.77
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series,DS11 v2,Standard,BYOL,v2,US East 2,108.77
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series,DS11 v2,Standard,BYOL,v2,US West,135.05
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series,DS11 v2,Standard,BYOL,v2,US East,135.05
D11 v2/DS11 v2,Virtual Machines,Dv2/DSv2 Series,DS11 v2,Standard,BYOL,v2,EU North,135.05
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS12 v2,Standard,Windows,v2,US East,385.44
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS12 v2,Standard,Windows,v2,AP Southeast,431.42999999999995
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS12 v2,Standard,Windows,v2,AP East,513.92
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS12 v2,Standard,Windows,v2,EU West,406.61
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series,DS12 v2,Standard,BYOL,v2,US West,270.1
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS12 v2,Standard,Windows,v2,US West,385.44
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS12 v2,Standard,Windows,v2,US West 2,354.78
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS12 v2,Standard,Windows,v2,US East 2,354.78
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS12 v2,Standard,Windows,v2,EU North,354.78
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series,DS12 v2,Standard,BYOL,v2,US West 2,218.26999999999998
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series,DS12 v2,Standard,BYOL,v2,EU West,276.67
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series,DS12 v2,Standard,BYOL,v2,US East 2,218.26999999999998
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series,DS12 v2,Standard,BYOL,v2,AP Southeast,278.86
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series,DS12 v2,Standard,BYOL,v2,AP East,335.07
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series,DS12 v2,Standard,BYOL,v2,US East,270.83
D12 v2/DS12 v2,Virtual Machines,Dv2/DSv2 Series,DS12 v2,Standard,BYOL,v2,EU North,270.83
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS13 v2,Standard,Windows,v2,US East 2,709.56
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS13 v2,Standard,Windows,v2,EU West,813.22
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS13 v2,Standard,Windows,v2,US East,770.88
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS13 v2,Standard,Windows,v2,US West,770.88
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS13 v2,Standard,Windows,v2,US West 2,709.56
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS13 v2,Standard,Windows,v2,AP Southeast,862.8599999999999
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS13 v2,Standard,Windows,v2,EU North,709.56
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS13 v2,Standard,Windows,v2,AP East,1027.1100000000001
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series,DS13 v2,Standard,BYOL,v2,EU West,554.07
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series,DS13 v2,Standard,BYOL,v2,US West 2,436.53999999999996
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series,DS13 v2,Standard,BYOL,v2,AP Southeast,558.45
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series,DS13 v2,Standard,BYOL,v2,US East 2,436.53999999999996
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series,DS13 v2,Standard,BYOL,v2,EU North,540.93
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series,DS13 v2,Standard,BYOL,v2,US East,540.93
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series,DS13 v2,Standard,BYOL,v2,US West,540.93
D13 v2/DS13 v2,Virtual Machines,Dv2/DSv2 Series,DS13 v2,Standard,BYOL,v2,AP East,670.14
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series,DS14 v2,Standard,BYOL,v2,US West 2,873.0799999999999
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series,DS14 v2,Standard,BYOL,v2,US East 2,873.0799999999999
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series,DS14 v2,Standard,BYOL,v2,EU West,1108.14
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS14 v2,Standard,Windows,v2,EU West,1626.44
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS14 v2,Standard,Windows,v2,AP Southeast,1724.99
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series,DS14 v2,Standard,BYOL,v2,AP Southeast,1116.9
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS14 v2,Standard,Windows,v2,US West 2,1419.12
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS14 v2,Standard,Windows,v2,US East 2,1419.12
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS14 v2,Standard,Windows,v2,EU North,1419.12
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series,DS14 v2,Standard,BYOL,v2,AP East,1339.55
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series,DS14 v2,Standard,BYOL,v2,US West,1081.86
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series,DS14 v2,Standard,BYOL,v2,EU North,1081.86
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series,DS14 v2,Standard,BYOL,v2,US East,1081.86
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS14 v2,Standard,Windows,v2,US West,1541.0300000000002
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS14 v2,Standard,Windows,v2,US East,1541.0300000000002
D14 v2/DS14 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS14 v2,Standard,Windows,v2,AP East,2054.2200000000003
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,DS15 v2,Standard,BYOL,v2,US West,1351.96
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,DS15 v2,Standard,BYOL,v2,US West 2,1091.3500000000001
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,DS15 v2,Standard,BYOL,v2,US East 2,1091.3500000000001
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15 v2,Standard,Windows,v2,AP Southeast,2156.42
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15 v2,Standard,Windows,v2,EU West,2033.0500000000002
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,DS15 v2,Standard,BYOL,v2,EU West,1384.81
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,DS15 v2,Standard,BYOL,v2,AP Southeast,1395.76
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,DS15 v2,Standard,BYOL,v2,US East,1352.69
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,DS15 v2,Standard,BYOL,v2,AP East,1674.6200000000001
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series,DS15 v2,Standard,BYOL,v2,EU North,1352.69
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15 v2,Standard,Windows,v2,US West 2,1773.9
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15 v2,Standard,Windows,v2,AP East,2568.14
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15 v2,Standard,Windows,v2,US East,1926.4699999999998
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15 v2,Standard,Windows,v2,US West,1926.4699999999998
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15 v2,Standard,Windows,v2,EU North,1773.9
D15 v2/DS15 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15 v2,Standard,Windows,v2,US East 2,1773.9
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15i v2,Standard,Windows,v2,AP East,2568.14
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15i v2,Standard,Windows,v2,US East,1926.4699999999998
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15i v2,Standard,Windows,v2,US West 2,1773.9
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,DS15i v2,Standard,BYOL,v2,EU West,1384.81
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,DS15i v2,Standard,BYOL,v2,AP Southeast,1395.76
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,DS15i v2,Standard,BYOL,v2,US East 2,1091.3500000000001
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,DS15i v2,Standard,BYOL,v2,EU North,1352.69
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15i v2,Standard,Windows,v2,EU West,2033.0500000000002
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15i v2,Standard,Windows,v2,US West,1926.4699999999998
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,DS15i v2,Standard,BYOL,v2,US West,1351.96
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15i v2,Standard,Windows,v2,AP Southeast,2156.42
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15i v2,Standard,Windows,v2,EU North,1773.9
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,DS15i v2,Standard,BYOL,v2,US West 2,1091.3500000000001
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,DS15i v2,Standard,BYOL,v2,AP East,1674.6200000000001
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series Windows,DS15i v2,Standard,Windows,v2,US East 2,1773.9
D15i v2/DS15i v2,Virtual Machines,Dv2/DSv2 Series,DS15i v2,Standard,BYOL,v2,US East,1352.69
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS2 v2,Standard,Windows,v2,EU West,194.18
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS2 v2,Standard,Windows,v2,US East 2,170.82000000000002
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS2 v2,Standard,Windows,v2,EU North,169.36
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS2 v2,Standard,Windows,v2,AP East,243.09
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS2 v2,Standard,Windows,v2,US East,183.96
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS2 v2,Standard,Windows,v2,US West,183.96
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS2 v2,Standard,Windows,v2,AP Southeast,211.7
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series Windows,DS2 v2,Standard,Windows,v2,US West 2,170.82000000000002
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,DS2 v2,Standard,BYOL,v2,US West,102.2
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,DS2 v2,Standard,BYOL,v2,EU North,96.36
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,DS2 v2,Standard,BYOL,v2,AP Southeast,115.34
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,DS2 v2,Standard,BYOL,v2,US East 2,83.22
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,DS2 v2,Standard,BYOL,v2,US West 2,83.22
D2 v2/DS2 v2,Virtual Machines,Dv2/DSv2 Series,DS2 v2,Standard,BYOL,v2,EU West,99.28
